Gene	FDR
cg08702689	3.42456144711517e-48
cg08708684	9.47072944710952e-44
cg08708961	0.000542846951803562
cg08711175	1.6837117384288e-16
cg08718251	3.29137660755223e-13
cg08719712	7.12449964990033e-70
cg08724310	1.49816683844502e-58
cg08732352	2.686527920405e-46
cg08737296	3.96611440304092e-52
cg08742288	0.0001713010598197
cg08748100	2.40973949314193e-33
cg08750951	1.16520964764471e-78
cg08752459	3.09400386467586e-17
cg08753331	1.14286920102963e-06
cg08755736	2.47277376489022e-74
cg08755784	1.08643935350986e-16
cg08763705	1.53131959681307e-11
cg08767938	1.0280984352869e-06
cg08768048	1.64105609838216e-28
cg08768852	1.90574833941476e-51
cg08769966	6.21393830033556e-52
cg08774368	5.08124593530472e-96
cg08775382	1.80073825371292e-22
cg08781140	3.62325980414199e-48
cg08782481	5.58115164167005e-10
cg08786003	2.27576047484473e-15
cg08786026	1.93291833894118e-41
cg08800878	3.93033217775902e-33
cg08812108	3.64656447682282e-18
cg08813925	2.13711531591653e-83
cg08814405	1.02934735451571e-27
cg08815340	1.86024105531101e-56
cg08817483	1.59606536885435e-29
cg08819022	1.0700136926698e-27
cg08822417	4.0087637294627e-16
cg08822897	1.01680995387816e-14
cg08823975	8.41400751965134e-23
cg08825929	1.30836204345711e-06
cg08828819	3.01364036504975e-20
cg08832624	2.69011211632981e-28
cg08832851	1.21122631644487e-13
cg08832906	4.20970195355601e-48
cg08843517	0.00199309561330494
cg08847173	2.85066392286217e-45
cg08850461	7.73739956084663e-32
cg08856842	1.48344293387714e-20
cg08858437	1.20612421982189e-86
cg08862890	3.75287811413367e-74
cg08871608	3.20998668973619e-50
cg08879910	1.94092983170819e-21
cg08880849	3.32437950680211e-10
cg08882341	1.32215206944564e-36
cg08883223	1.58219993222279e-45
cg08886651	3.40744142898968e-51
cg08887400	1.16449790887272e-47
cg08893692	1.2814972444935e-60
cg08898155	5.23506189074289e-21
cg08901662	6.17597074015366e-67
cg08908184	1.2057244778436e-58
cg08911275	2.81718986245295e-67
cg08911368	0.000237647520727781
cg08924203	4.81715284187934e-29
cg08934846	2.21396991422501e-50
cg08949339	4.45852994906344e-46
cg08954277	1.30350054094725e-14
cg08957001	6.91420844644389e-29
cg08957652	1.47811918078311e-50
cg08958294	1.1321405355846e-27
cg08960448	1.0538690112265e-99
cg08992360	7.94213776491551e-10
cg09000583	2.44159231794686e-27
cg09008705	3.76512543278044e-39
cg09010671	1.10174626655743e-83
cg09014626	1.40667916464691e-20
cg09015921	2.74242096394384e-35
cg09016242	1.36333445682215e-42
cg09024126	5.87586746933669e-66
cg09028204	2.46562663800869e-51
cg09032310	2.45078935654879e-35
cg09043941	1.09097553434919e-56
cg09052083	5.32198519444087e-41
cg09053680	2.96798503542407e-54
cg09062550	2.34654964512004e-18
cg09065876	6.17432084414912e-69
cg09068128	7.86859794006776e-23
cg09086201	2.48430565628347e-33
cg09094964	2.59636204119025e-09
cg09098195	2.99443780661626e-08
cg09106903	4.13071581138312e-60
cg09117448	0.0071848514588888
cg09130077	7.75457264290577e-30
cg09134794	3.19772304397951e-22
cg09142313	8.51476971959156e-52
cg09143801	1.97616498560358e-08
cg09149672	3.38069341112309e-32
cg09163005	2.97240596232764e-07
cg09163412	1.53504560373257e-16
cg09166973	9.12646787527287e-15
cg09170112	8.96899028216983e-33
cg09172244	0.0820588599677458
cg09172548	9.67170914440523e-06
cg09173621	0.0445458967453504
cg09178190	1.56387061298649e-29
cg09179211	8.8554675198234e-39
cg09210956	3.71875496067117e-18
cg09213964	2.59611229810755e-69
cg09229918	6.58255359865249e-50
cg09230905	7.69101220313155e-73
cg09232555	4.8150354589412e-09
cg09234582	1.45808481812515e-23
cg09234616	4.99563463882591e-40
cg09235539	3.63869793233993e-66
cg09238180	4.22394264424216e-54
cg09246479	8.21900526979058e-32
cg09248054	4.83201156567331e-26
cg09258813	2.06100712031294e-60
cg09261794	2.87258120727938e-83
cg09263325	6.79899728012935e-38
cg09265054	8.81895775483292e-22
cg09268729	3.2658089488773e-44
cg09291131	1.74201915300075e-19
cg09297288	3.11044793387638e-15
cg09300856	5.46552071584445e-40
cg09308026	5.40184332980529e-51
cg09313053	5.92203186553279e-18
cg09321400	1.79226257394867e-59
cg09323434	2.01012451644216e-39
cg09323727	1.39701568049479e-37
cg09327714	2.25759348276163e-74
cg09331651	9.27418666803723e-48
cg09341793	2.5154697436696e-42
cg09353705	4.10961371921208e-84
cg09354241	1.12046757217202e-23
cg09360770	2.6810099857349e-96
cg09374838	1.70293630074061e-32
cg09383172	1.22419244029024e-05
cg09385093	4.6445619777419e-19
cg09387486	3.30726132511874e-23
cg09392940	9.21002245414653e-70
cg09398550	3.68155539206684e-59
cg09411231	2.28435822812929e-47
cg09411719	2.68384151948919e-33
cg09417355	0.0198890556157296
cg09420439	2.36026347345286e-76
cg09420907	3.60693637514583e-38
cg09424526	3.05355000967349e-66
cg09439920	4.78548981874679e-65
cg09442654	7.55935722499499e-71
cg09451427	1.20787348689982e-26
cg09461420	2.04987469212475e-07
cg09461999	1.8972283478343e-10
cg09465698	2.57596296454654e-42
cg09467501	1.49564601874687e-41
cg09473364	3.70505661484661e-10
cg09474331	6.32760724638206e-79
cg09478478	2.12087045798753e-30
cg09489306	5.92108359797102e-37
cg09490603	2.71034439022161e-27
cg09491991	7.9666563027364e-48
cg09493505	4.38063152510841e-78
cg09513990	2.68081989658221e-47
cg09516965	1.07300066281826e-37
cg09527126	2.12339262939442e-32
cg09540629	2.88747582870293e-07
cg09542210	1.30017223736775e-47
cg09543819	6.10874877297948e-19
cg09549813	2.85803231313119e-74
cg09557387	3.52873096412016e-55
cg09558547	2.27521949430782e-24
cg09568647	5.75038591929019e-85
cg09578028	2.16395324209579e-38
cg09578475	5.759620244907e-51
cg09602288	0.00984865659483789
cg09615353	1.1648988930651e-67
cg09619309	2.62355094951999e-16
cg09623400	9.47321864801003e-26
cg09627874	9.63203652322262e-42
cg09632273	1.14657428894886e-38
cg09635053	1.40852534972229e-29
cg09639725	3.01328937126772e-22
cg09641248	4.332291689467e-62
cg09645818	3.66671220323462e-93
cg09649610	1.67961348244069e-75
cg09651145	6.12120629116702e-87
cg09652652	4.2765271431382e-47
cg09657963	4.73390278694956e-31
cg09661010	2.85803231313119e-74
cg09670128	4.0269654018417e-06
cg09671258	5.38980584363415e-45
cg09684233	4.60500065056856e-80
cg09689137	9.41607250867452e-40
cg09695735	4.39965425092328e-48
cg09696939	1.91157200167e-49
cg09704750	5.8159557308256e-53
cg09705457	9.4189538582014e-31
cg09714458	1.6287376393333e-26
cg09715353	1.80929137791055e-17
cg09734791	1.57083400751235e-58
cg09737197	8.69429256708627e-38
cg09775582	3.91067561753064e-68
cg09777525	3.40567214095082e-60
cg09780241	9.2229580325166e-27
cg09792926	8.3145352386264e-08
cg09795127	6.48345301048448e-95
cg09798888	1.73445394741357e-07
cg09799983	2.13321426495511e-56
cg09804858	3.34118586901531e-53
cg09827752	3.73861437943012e-38
cg09829319	1.31289285037493e-42
cg09841842	1.93629895988089e-73
cg09852127	6.86650485501665e-17
cg09858108	3.06142491181834e-19
cg09858188	7.81976093493546e-73
cg09859564	7.22765554042989e-101
cg09863247	1.27397245075159e-80
cg09873164	1.42864068455782e-44
cg09874289	1.97995712826145e-32
cg09877947	1.75388986407012e-12
cg09881253	2.97025597131591e-22
cg09885502	0.206307968127965
cg09896211	1.66452137976533e-14
cg09919570	9.56692760307221e-25
cg09920172	7.60253245648972e-24
cg09955012	1.3974392430273e-07
cg09971314	3.07753402606635e-33
cg09973284	1.48505217220068e-35
cg09973986	4.84892723185361e-35
cg09976984	2.07992725940477e-32
cg09977969	1.0945752223219e-57
cg09978023	2.89980396473854e-22
cg09980176	1.5589838249775e-23
cg09982942	2.46070851700342e-10
cg09994356	4.89688591400247e-37
cg10020356	2.4486824676819e-30
cg10020892	3.24449245354737e-63
cg10022722	6.15999683678114e-47
cg10023454	6.50577715215292e-84
cg10034364	3.39738048857716e-42
cg10034890	1.87141207294782e-84
cg10036013	1.72514331644611e-60
cg10037494	5.86363039651476e-43
cg10043865	4.80833263954546e-71
cg10061374	6.19676196241671e-18
cg10069493	1.20572781562175e-39
cg10076031	2.60524374357287e-33
cg10086212	4.71683301255974e-35
cg10113526	5.8090463837703e-08
cg10118513	5.98846257099906e-38
cg10119001	7.92380408962998e-22
cg10122865	1.20302550965942e-55
cg10128806	2.26394484322406e-32
cg10146929	2.33469962770815e-58
cg10148473	1.49904128875741e-40
cg10152131	3.07494788658327e-39
cg10170504	2.75485222536949e-35
cg10171448	2.39056616396363e-62
cg10172783	4.00250946200582e-47
cg10175249	2.11924540336048e-08
cg10178270	9.12493562253243e-10
cg10179315	7.91261898475015e-34
cg10180415	1.98171652771861e-80
cg10182317	9.5085472957039e-40
cg10188823	4.70807673451322e-57
cg10192893	7.92290070075909e-64
cg10196720	2.75700647279404e-56
cg10203211	1.79659720350758e-51
cg10210594	8.74145639196332e-33
cg10213875	3.21815097520617e-23
cg10223827	4.03403796013247e-70
cg10224098	3.13727667232129e-62
cg10244666	9.45547778837787e-26
cg10244976	1.99173409726294e-25
cg10249375	8.09291005778979e-46
cg10249637	5.47584489129809e-11
cg10262052	5.71104847374126e-78
cg10262770	3.82507331508345e-44
cg10263682	1.03197037495563e-64
cg10271061	0.00119920895323614
cg10281977	1.24062476656945e-28
cg10286969	3.24672307934727e-21
cg10292154	3.05641770305456e-50
cg10294939	1.48683375226966e-06
cg10296799	1.23074511998193e-07
cg10297491	3.69782674156763e-49
cg10300684	6.25962508878764e-56
cg10304637	1.85437805353074e-37
cg10304922	5.02333546709147e-65
cg10316490	5.17689541510669e-17
cg10317717	1.291871517295e-17
cg10320410	2.02103442390575e-07
cg10321156	2.74393034766367e-46
cg10327440	0.0439115307312435
cg10333214	8.04574467341564e-44
cg10334323	1.29337258153945e-15
cg10336039	5.29092671314462e-11
cg10342963	2.67487044938869e-45
cg10344081	1.69518943219217e-23
cg10356613	4.73679082353996e-75
cg10362542	1.50717045793251e-37
cg10363661	1.29555717809387e-71
cg10364040	5.19261185854388e-48
cg10370591	2.22479530217563e-15
cg10371483	1.25611248457696e-71
cg10372476	1.10658999754161e-60
cg10375890	3.10793313486374e-46
cg10396546	4.82275166550448e-74
cg10400707	4.65060069875018e-37
cg10406295	6.35606822989842e-69
cg10416963	1.61516125941434e-49
cg10419957	1.64921443755396e-07
cg10436737	1.93382970394699e-60
cg10439765	1.52811784690315e-39
cg10440578	1.69182318000202e-44
cg10443049	3.3564568503567e-50
cg10450897	2.2951156091157e-10
cg10485664	3.42535137887547e-17
cg10491080	0.101358331092995
cg10494684	6.9344974333134e-59
cg10500702	6.71037693582914e-11
cg10501210	2.67640842908701e-40
cg10505610	1.44936545680768e-77
cg10512745	1.1081983294198e-55
cg10513702	3.27523612889539e-42
cg10528576	2.49936298408844e-49
cg10530883	5.31678400825824e-64
cg10534479	9.56577137855066e-12
cg10536999	5.24327179566609e-70
cg10539507	1.56394461645351e-59
cg10541864	3.21962532133308e-79
cg10549986	3.85763840832946e-08
cg10558233	3.87874963731053e-85
cg10570241	9.26838870748588e-30
cg10572274	4.11337492692176e-19
cg10573018	6.55173645103001e-29
cg10580144	4.36829056327293e-18
cg10580293	5.71384000625077e-30
cg10581012	3.6250403346032e-31
cg10589443	2.43613671203477e-21
cg10592478	3.54744251447746e-48
cg10596451	6.3425204063522e-66
cg10596483	4.75111140679841e-12
cg10600889	4.2079742399172e-11
cg10603275	2.48346889238659e-18
cg10606490	5.41881095425097e-16
cg10614021	4.84530216306899e-72
cg10615414	1.29687440579143e-62
cg10617909	2.92635630645137e-56
cg10629165	4.81101089779454e-18
cg10631530	1.92694621622952e-35
cg10633463	3.78269378233254e-07
cg10641615	1.84669944849334e-29
cg10643691	1.60113094472826e-43
cg10649525	1.33953582286635e-41
cg10659382	3.35886817592517e-47
cg10665891	5.84062473784115e-38
cg10687219	1.67872697386554e-58
cg10692693	9.56073931000484e-28
cg10716835	1.54626592433924e-32
cg10732215	1.52104170997364e-65
cg10741025	1.78245542087909e-22
cg10747118	2.42275420648746e-25
cg10752421	3.88493435261521e-30
cg10754395	2.33434275434562e-12
cg10754505	4.80965888431108e-34
cg10762626	6.88493222562191e-73
cg10767312	2.02216499714147e-27
cg10777851	3.6831969637698e-33
cg10784386	6.98695338697285e-68
cg10786572	0.41216404810348
cg10786645	3.34110269883711e-21
cg10791959	3.09399269980017e-16
cg10796634	9.21307668156538e-15
cg10800833	1.59195758857101e-53
cg10805850	2.81386494540676e-23
cg10810394	8.8254628279198e-21
cg10811045	7.0064975828981e-51
cg10830145	1.91210392514521e-37
cg10832239	0.133062242557331
cg10834205	3.58687272772089e-37
cg10839745	7.96892547943548e-47
cg10842339	1.59319630416775e-25
cg10846615	7.85829247411407e-47
cg10860802	9.87408909007644e-21
cg10864145	7.4510367134912e-28
cg10868817	2.26403741260837e-41
cg10877084	2.75112959515624e-23
cg10880203	1.15808678243269e-14
cg10883503	6.80879884734335e-80
cg10884288	9.01534795504041e-11
cg10890302	3.37560843270424e-23
cg10893095	4.77900786379188e-19
cg10903903	1.1611873822348e-47
cg10906729	4.00402334297303e-08
cg10909185	4.63053452348994e-11
cg10921277	5.07468709582722e-32
cg10922935	5.07248330272568e-59
cg10923662	1.60643884739842e-25
cg10927178	6.72033079113506e-45
cg10928544	1.08261753935609e-11
cg10929921	2.37571831858238e-28
cg10932018	4.60529986667659e-43
cg10937408	1.92426554004835e-24
cg10940462	3.68537528568241e-62
cg10941566	2.43534743595483e-47
cg10954469	3.08286517319558e-53
cg10956848	4.1682011344078e-29
cg10961733	5.22954394905759e-22
cg10961841	1.28306968097401e-42
cg10969997	5.86957201182346e-13
cg10970143	7.34211164602069e-92
cg10976626	7.02802570363065e-29
cg10982364	2.27661830906553e-38
cg11010561	8.05245374064287e-25
cg11014373	2.23970910629964e-25
cg11017065	6.42696546975125e-43
cg11026555	6.75370852934598e-31
cg11051055	2.2928881309113e-16
cg11062466	5.73319015969042e-10
cg11074070	2.43804322876654e-30
cg11079613	3.29684458887852e-25
cg11081307	1.74207284659435e-69
cg11099006	4.54552185171822e-52
cg11108115	7.73616865283529e-42
cg11121623	1.15881169962034e-34
cg11133524	7.73136083280052e-26
cg11144753	3.75170795187079e-47
cg11145160	3.44703236246589e-62
cg11146691	2.09643725828121e-41
cg11147278	1.97697838492862e-76
cg11157172	6.15892005607134e-27
cg11162118	4.08912313621287e-23
cg11172693	3.03014601458769e-50
cg11176493	9.88260970947833e-55
cg11193865	2.13756629437661e-39
cg11195360	5.98053201720958e-19
cg11195797	1.38893015403478e-58
cg11197206	1.07431046195275e-99
cg11198128	1.28684799202692e-63
cg11199869	3.03211431335156e-16
cg11202422	7.96397276075112e-43
cg11203512	2.67425893669847e-80
cg11205072	2.08148813838906e-25
cg11207763	5.5849888784802e-84
cg11213574	7.57786443993788e-60
cg11214507	5.9891995145788e-20
cg11216064	2.53768185517812e-33
cg11224582	2.92609289565235e-32
cg11228682	2.91912438174973e-38
cg11241436	4.29222745514435e-55
cg11241541	1.47798603976304e-81
cg11254700	1.57849318019372e-05
cg11260046	5.94349052060448e-50
cg11267630	4.74036844760667e-30
cg11270393	6.81881722966673e-30
cg11274314	3.44190847898484e-32
cg11279444	4.37706565181083e-52
cg11281641	3.44342245628443e-59
cg11283983	1.74605819843278e-58
cg11299991	4.05158139232127e-54
cg11328303	1.87791474897184e-34
cg11331678	2.24864282612978e-27
cg11334771	5.56179848836237e-48
cg11337945	3.405334188459e-44
cg11338643	1.3550643059639e-37
cg11344574	1.11792881718612e-11
cg11347582	3.18633860263219e-34
cg11349423	1.05142958089185e-18
cg11355215	2.60740699807714e-58
cg11359133	3.83989098708849e-19
cg11366849	5.68746152107407e-18
cg11367259	1.22284750703486e-17
cg11376305	1.10665210986656e-19
cg11377136	1.27010849081287e-33
cg11386025	1.20798079185937e-42
cg11392848	3.97599883422213e-15
cg11411564	1.61978027630355e-63
cg11412466	1.0086945701889e-40
cg11412935	3.24243070218453e-71
cg11414560	4.06103948482066e-55
cg11417025	8.34946300202657e-79
cg11430157	8.61081415835892e-51
cg11435506	1.74167594794941e-21
cg11437784	1.68784914269835e-36
cg11445109	1.6991641598359e-39
cg11445123	1.95157900541338e-62
cg11452329	4.39101330386029e-20
cg11468148	1.24288063670978e-07
cg11472279	1.25935726993221e-59
cg11478200	1.01473541534735e-40
cg11487526	9.91817280160452e-21
cg11495854	9.19671852929449e-65
cg11497957	2.34083105112035e-08
cg11504078	1.58591142329484e-08
cg11510586	9.85222423432655e-20
cg11528328	2.61619792046524e-18
cg11536474	1.2419552407014e-54
cg11539674	2.27036944871174e-64
cg11542224	7.9526421113914e-32
cg11546137	5.54065177825849e-76
cg11549953	8.90151407083516e-72
cg11552829	8.43204781198945e-07
cg11553618	5.9723664139246e-35
cg11560280	6.07184440055953e-45
cg11564601	2.24120177958707e-59
cg11564981	3.04790456709302e-78
cg11571761	2.32453398835017e-51
cg11573608	2.05930881228261e-21
cg11574975	2.85726784478062e-64
cg11584936	8.32107303033711e-31
cg11588197	7.62551258359723e-17
cg11590053	1.54742627938311e-20
cg11592503	3.20093434623486e-21
cg11595545	3.44897414745051e-36
cg11599864	8.96671344302702e-69
cg11601252	1.64604248094126e-54
cg11613015	5.71601371228932e-18
cg11631271	2.22923831320445e-55
cg11631523	8.77083349552674e-35
cg11638921	6.10874877297948e-19
cg11642377	9.35712594718366e-33
cg11642891	3.58063023617332e-13
cg11648594	2.17292574310393e-23
cg11660826	1.60378734975047e-59
cg11660879	2.79350116466215e-17
cg11666040	5.57872457530536e-13
cg11667451	6.38180817851248e-39
cg11671913	2.55021553191835e-77
cg11679177	1.2498629897593e-44
cg11686819	9.65106360587504e-17
cg11692124	5.10887942154863e-13
cg11693285	5.07900715994554e-14
cg11694519	2.46580709765722e-54
cg11711420	3.81036028687287e-63
cg11712990	5.44768032125166e-28
cg11716106	7.13632198320363e-52
cg11719576	6.7446742030998e-20
cg11731890	2.42784661820851e-12
cg11734845	1.20436956556914e-13
cg11738485	2.19178450874764e-06
cg11738604	8.28037429428282e-08
cg11746813	1.24766228845129e-17
cg11749010	0.00277316998666926
cg11767442	1.59968185632545e-55
cg11782635	9.95354702681802e-73
cg11785652	1.44938725968476e-67
cg11789612	3.35382361604922e-76
cg11791751	8.57729643238549e-59
cg11795854	4.07189645981333e-42
cg11799593	3.35238430337052e-66
cg11804775	6.07310556730887e-36
cg11823511	1.79197180947033e-88
cg11824956	3.8557267948926e-30
cg11828180	1.20214300160189e-17
cg11833001	2.01242266639927e-38
cg11837293	9.27315125582739e-07
cg11843238	7.2175370308476e-18
cg11853788	5.50166423968152e-33
cg11854928	1.187073828668e-21
cg11856078	1.49558391210874e-44
cg11862731	3.4693436406775e-26
cg11863717	9.41588781351157e-73
cg11876013	3.9970348008881e-07
cg11876048	9.38526757171819e-66
cg11878331	2.01077404320688e-42
cg11883836	8.55753456379112e-40
cg11891579	8.37454554075674e-67
cg11898486	7.3484819725702e-63
cg11901043	9.61107925523441e-58
cg11903133	3.1623807108301e-43
cg11916729	3.79850352121157e-55
cg11930554	2.62609002394108e-58
cg11931596	1.8487963904542e-21
cg11945668	2.69186315297403e-28
cg11948766	1.9858709491278e-06
cg11954332	1.99216002213061e-23
cg11957331	4.99440884272391e-56
cg11965634	1.26979965689452e-73
cg11986813	1.46695708090554e-30
cg11992375	2.33716178539693e-32
cg12001304	4.52372279855493e-59
cg12002589	1.06242211539654e-17
cg12003064	6.67267825305723e-44
cg12014181	1.40196933682565e-15
cg12015443	3.83585252718362e-13
cg12019614	1.93081801590155e-29
cg12030226	1.34174586588066e-17
cg12034383	1.57973685204671e-24
cg12036633	0.0818282043339497
cg12041056	1.42177080505526e-46
cg12042659	1.12379715875544e-32
cg12060499	1.40877353237142e-30
cg12060744	7.24660938528078e-27
cg12062198	2.98926257089836e-38
cg12062819	2.88714610425687e-31
cg12065840	1.86472933476451e-25
cg12070159	1.70150518872991e-88
cg12071328	1.81798012534879e-37
cg12072262	3.10856061010046e-07
cg12079322	2.9625764361178e-53
cg12080909	5.33576820154973e-76
cg12086936	9.03257735063758e-64
cg12091331	2.34038764225657e-07
cg12099952	9.78538823799367e-64
cg12105941	1.98125590096407e-13
cg12112529	3.29385703434645e-59
cg12118269	3.20009237723502e-38
cg12121066	3.03007152654766e-38
cg12124386	1.73940895559631e-24
cg12124922	7.05342254476445e-48
cg12126857	2.34732420852431e-25
cg12127472	6.11077093938558e-35
cg12129839	3.29306167727255e-99
cg12133962	9.11933108802806e-21
cg12138678	4.06838430665463e-29
cg12143789	1.23609143028725e-38
cg12146546	1.83816993356366e-44
cg12161228	3.53521271642153e-46
cg12162138	4.68069042136911e-44
cg12162377	2.57434153347681e-36
cg12163365	9.64932855644331e-28
cg12170314	5.54352508582904e-49
cg12174804	3.94051568453468e-42
cg12175729	2.96720510258985e-73
cg12176463	1.35662597397912e-15
cg12178980	4.54848585450952e-70
cg12193731	6.51073464478347e-65
cg12204395	2.68916085879801e-55
cg12212311	1.33288643674028e-43
cg12219325	3.09745042131032e-59
cg12222949	1.00926212470465e-24
cg12225220	1.43527239123574e-13
cg12235073	1.89937786320564e-15
cg12243597	5.79496491553618e-60
cg12247222	2.56962959897817e-50
cg12256538	5.03938454037606e-68
cg12260798	4.16975609064981e-23
cg12265829	2.86096962372779e-79
cg12271981	1.16515213837289e-53
cg12276768	1.6948894832987e-25
cg12278705	3.18599987715704e-37
cg12279877	1.93276647355701e-73
cg12280664	6.39270550800659e-14
cg12282588	1.69288764630564e-34
cg12296772	3.27107952240158e-23
cg12297590	1.21269667611142e-28
cg12298268	6.99042848743751e-45
cg12303627	1.27755279371708e-59
cg12305265	4.0293485502778e-26
cg12314713	9.49494602998994e-56
cg12317414	6.8478674359187e-45
cg12317601	9.23074661206804e-52
cg12318501	1.52477345447897e-56
cg12319602	4.5607439925989e-72
cg12336777	1.39134627754335e-16
cg12348588	1.36402401232282e-25
cg12349884	1.24085031123861e-11
cg12356890	7.88257227025644e-58
cg12373208	3.21625024673712e-50
cg12374721	1.44375893481838e-41
cg12387154	4.50934310758374e-21
cg12391352	5.52413223504747e-67
cg12392473	1.43460623604922e-09
cg12405785	7.22006228166236e-29
cg12406559	1.79136581881428e-33
cg12408601	3.12089686711238e-32
cg12415687	1.93419419961789e-11
cg12421755	5.62056964431218e-53
cg12422539	3.76505052243107e-18
cg12425861	4.03899458478482e-20
cg12427162	6.56032443122562e-88
cg12435551	1.6900638609984e-49
cg12436377	6.82810523502141e-35
cg12439977	0.000211588605695763
cg12442246	7.65080675845697e-07
cg12444328	1.08278298099588e-30
cg12444411	6.01270501381295e-33
cg12451631	1.84523300037721e-15
cg12456714	2.38640140519362e-35
cg12459718	2.28012061581795e-33
cg12461487	5.5200011991342e-15
cg12462916	0.00054191445843152
cg12468255	4.39096589661393e-18
cg12468774	5.98609118611634e-45
cg12473912	2.10321658801361e-27
cg12477716	1.14360110081228e-62
cg12480053	2.37945677244558e-06
cg12500879	6.5351430732255e-39
cg12505170	1.23479093237874e-53
cg12513505	8.97609806918286e-60
cg12516359	2.9865659800919e-18
cg12518410	1.1687999214863e-64
cg12519676	3.23086282718291e-09
cg12523526	2.60971012861128e-53
cg12526923	8.27763560577692e-15
cg12534150	4.22313422990087e-22
cg12539796	9.09524529275257e-28
cg12542255	1.0814533674221e-47
cg12551029	4.97674658278156e-66
cg12571879	8.99269303478078e-36
cg12584100	6.32074399273489e-44
cg12584111	3.2019115345136e-28
cg12588200	1.19944631675617e-92
cg12593511	6.71436373779799e-09
cg12600174	2.29089107086294e-45
cg12602633	6.01600286950485e-21
cg12605662	2.19558037197359e-47
cg12615761	3.53453882732196e-41
cg12628196	1.56962047055935e-25
cg12630147	7.75092365760294e-59
cg12633764	1.42074930978377e-78
cg12634932	3.55696694435086e-27
cg12646385	2.98357348915303e-28
cg12658930	0.00298815386925818
cg12662072	6.06532155342619e-49
cg12664209	1.05847323312192e-53
cg12666279	5.94866042415704e-22
cg12666727	3.62886030956087e-60
cg12678562	2.32180042373093e-39
cg12680131	3.74578664747976e-15
cg12683085	2.0806390092619e-12
cg12692722	0.00230910756824722
cg12697337	1.0384326201231e-08
cg12717594	2.2941182418332e-91
cg12727398	3.23946579338227e-55
cg12728791	1.2038625234292e-51
cg12731799	2.80110650456518e-53
cg12733396	7.09288153577133e-15
cg12743248	2.07590269519938e-39
cg12747584	4.11399563124104e-28
cg12749863	6.14599249017095e-39
cg12754571	5.09179019305099e-25
cg12781700	5.57117870376711e-35
cg12783819	2.17959936744169e-54
cg12802876	9.91833265453783e-05
cg12804791	5.01977752422489e-22
cg12806763	1.18640703372005e-17
cg12820681	7.51035584340004e-62
cg12821278	1.80232005965173e-27
cg12821876	7.26021570332346e-35
cg12824796	1.11261722499224e-63
cg12825070	9.70653226619175e-32
cg12839172	5.03211919274163e-45
cg12845520	3.89059145956588e-87
cg12850379	2.50192778796968e-67
cg12864389	1.53510490871296e-17
cg12865939	4.8316267622161e-15
cg12880095	0.086707978046088
cg12887985	2.63190012664354e-77
cg12892506	1.40828784497671e-49
cg12905085	4.14315925427474e-43
cg12905252	1.83781434104966e-24
cg12911556	4.99398318202145e-97
cg12911732	2.1429849146379e-19
cg12915892	1.70579348278881e-52
cg12924936	1.41559300346129e-31
cg12926938	2.97387776512706e-53
cg12928379	2.36916514732395e-24
cg12934371	3.02875980070488e-18
cg12934884	3.56509535371118e-06
cg12935170	7.28021998199254e-34
cg12947492	4.96741938485583e-06
cg12961607	2.24013609279308e-39
cg12974388	4.97714020654173e-48
cg12975230	7.95699382412929e-24
cg12988117	0.000669584368845994
cg12993715	1.91792335090357e-17
cg13002945	7.28376051467824e-38
cg13021333	1.62784161874913e-71
cg13028819	7.96733177944606e-36
cg13035219	1.36601382406848e-09
cg13045134	4.62733414519809e-69
cg13051977	1.71713860493664e-49
cg13052034	7.93911786340481e-33
cg13052101	2.73705138326121e-28
cg13056990	0.00030927183543007
cg13065507	1.50755435015382e-38
cg13090478	6.96805755191852e-85
cg13092806	1.46169614408349e-36
cg13096208	2.68893373953084e-56
cg13096278	2.47443851162634e-94
cg13104257	1.48129708200232e-14
cg13124863	6.82241819521658e-59
cg13125157	2.29596609467913e-15
cg13133835	9.41229373854807e-79
cg13178372	3.58462054618927e-63
cg13180315	1.21586392867068e-20
cg13180678	3.93848231926212e-57
cg13181974	6.54659182063327e-19
cg13186228	2.28826080659381e-15
cg13197308	2.51496767867727e-27
cg13198321	1.75552392530825e-43
cg13207630	6.72727748052767e-30
cg13210580	4.82976381892056e-21
cg13211683	1.94068959164204e-42
cg13215579	1.27420969959918e-21
cg13222752	2.19314146900224e-45
cg13224075	2.70988422141083e-35
cg13225166	4.54365162824529e-41
cg13225830	2.61301881929716e-09
cg13233461	1.73941539758576e-32
cg13234569	3.45323736484682e-49
cg13236378	3.47322148817464e-30
cg13239420	9.96435881386402e-65
cg13246235	1.03366466334901e-50
cg13247663	2.57610659387626e-39
cg13248778	1.06290807477882e-35
cg13251533	8.40306972693921e-50
cg13257636	1.61178551696232e-54
cg13261713	1.82710304435653e-48
cg13267264	1.11826476473493e-43
cg13270350	4.69885666578591e-54
cg13294849	2.2146708995344e-48
cg13305336	8.95040878516141e-26
cg13314145	3.53298013283263e-47
cg13315970	3.33623897082837e-55
cg13325154	1.68003272921515e-41
cg13339083	3.00739622360923e-20
cg13340813	9.04262726026669e-09
cg13344095	1.40829890573582e-10
cg13345122	6.17397149647665e-72
cg13355047	1.37686301536396e-36
cg13356896	6.50234588366176e-35
cg13380622	1.08802881821475e-31
cg13390867	5.47541577675742e-30
cg13401703	8.36989759081364e-22
cg13403271	5.76962562853451e-10
